nohup: ignoring input
2026-03-07 18:02:09 | INFO     | tpe.benchmark | ======================================================================
2026-03-07 18:02:09 | INFO     | tpe.benchmark | Optuna TPE Baseline  |  XGBoost HPO  |  All 18 Datasets  v2.0
2026-03-07 18:02:09 | INFO     | tpe.benchmark | Run ID   : 20260307_180209
2026-03-07 18:02:09 | INFO     | tpe.benchmark | Log file : /mnt/disk1/erdemy/app2scale/hdmr-opt/logs/optuna_tabarena_20260307_180209.log
2026-03-07 18:02:09 | INFO     | tpe.benchmark | ======================================================================
2026-03-07 18:02:09 | INFO     | tpe.benchmark | Configuration:
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   sampler=TPE  trials=200/fold  outer_folds=8  seed=42
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   task_filter=all  datasets=[46954, 46917, 46931, 46904, 46907, 46942, 46934, 46961, 46928, 46923, 46952, 46927, 46938, 46940, 46930, 46956, 46963, 46918] (18 total)
2026-03-07 18:02:09 | INFO     | tpe.benchmark | 
2026-03-07 18:02:09 | INFO     | tpe.benchmark | ▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   DATASET: QSAR_fish_toxicity  (DID=46954)
2026-03-07 18:02:09 | INFO     | tpe.benchmark | ▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓▓
2026-03-07 18:02:09 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-03-07 18:02:09 | INFO     | tpe.benchmark | Loading: QSAR_fish_toxicity  (DID=46954, task=regression) ...
2026-03-07 18:02:09 | INFO     | openml.datasets.dataset | pickle write QSAR_fish_toxicity
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   QSAR_fish_toxicity | 907 x 6 | y mean=4.065  std=1.456
2026-03-07 18:02:09 | INFO     | tpe.benchmark | 
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   ┌─ QSAR_fish_toxicity  [Optuna-TPE-200]
2026-03-07 18:02:09 | INFO     | tpe.benchmark |   │  task=regression  trials=200/fold

  [Optuna] QSAR_fish_toxicity Fold 1/8 |                                      | 0/200 [00:00<?]
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏                                 | 1/200 [00:01<05:01]
  [Optuna] QSAR_fish_toxicity Fold 1/8 |         | 1/200 [00:01<05:01], val=0.6556, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |         | 2/200 [00:01<02:31], val=0.6556, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |         | 2/200 [00:01<02:31], val=0.6629, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 3/200 [00:02<02:46], val=0.6629, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 3/200 [00:02<02:46], val=0.6563, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 4/200 [00:03<02:17], val=0.6563, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 4/200 [00:03<02:17], val=0.6656, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 5/200 [00:03<01:47], val=0.6656, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▏        | 5/200 [00:03<01:47], val=0.6613, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 6/200 [00:04<01:52], val=0.6613, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 6/200 [00:04<01:52], val=0.6593, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 7/200 [00:04<01:57], val=0.6593, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 7/200 [00:04<01:57], val=0.6581, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 8/200 [00:05<01:47], val=0.6581, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▎        | 8/200 [00:05<01:47], val=0.6625, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍        | 9/200 [00:06<02:07], val=0.6625, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍        | 9/200 [00:06<02:07], val=0.6635, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 10/200 [00:06<01:43], val=0.6635, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 10/200 [00:06<01:43], val=0.6661, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 11/200 [00:07<01:54], val=0.6661, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 11/200 [00:07<01:54], val=0.6689, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 12/200 [00:07<01:57], val=0.6689, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▍       | 12/200 [00:07<01:57], val=0.6579, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 13/200 [00:09<02:30], val=0.6579, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 13/200 [00:09<02:30], val=0.6571, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 14/200 [00:09<01:58], val=0.6571, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 14/200 [00:09<01:58], val=0.6636, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 15/200 [00:09<01:51], val=0.6636, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▌       | 15/200 [00:09<01:51], val=0.6601, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 16/200 [00:10<02:14], val=0.6601, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 16/200 [00:10<02:14], val=0.6608, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 17/200 [00:11<02:07], val=0.6608, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 17/200 [00:11<02:07], val=0.6571, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 18/200 [00:11<01:56], val=0.6571, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▋       | 18/200 [00:11<01:56], val=0.6622, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 19/200 [00:13<02:51], val=0.6622, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 19/200 [00:13<02:51], val=0.6607, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 20/200 [00:14<02:45], val=0.6607, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 20/200 [00:14<02:45], val=0.6665, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 21/200 [00:14<02:19], val=0.6665, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▊       | 21/200 [00:14<02:19], val=0.6605, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 22/200 [00:16<03:11], val=0.6605, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 22/200 [00:16<03:11], val=0.6587, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 23/200 [00:17<03:01], val=0.6587, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 23/200 [00:17<03:01], val=0.6566, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 24/200 [00:18<02:43], val=0.6566, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |▉       | 24/200 [00:18<02:43], val=0.6598, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 25/200 [00:19<02:32], val=0.6598, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 25/200 [00:19<02:32], val=0.6594, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 26/200 [00:19<02:12], val=0.6594, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 26/200 [00:19<02:12], val=0.6690, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 27/200 [00:20<02:01], val=0.6690, best=0.6556
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 27/200 [00:20<02:01], val=0.6543, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 28/200 [00:20<01:47], val=0.6543, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█       | 28/200 [00:20<01:47], val=0.6580, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█▏      | 29/200 [00:20<01:37], val=0.6580, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█▏      | 29/200 [00:20<01:37], val=0.6617, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█▏      | 30/200 [00:21<01:25], val=0.6617, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█▏      | 30/200 [00:21<01:25], val=0.6638, best=0.6543
  [Optuna] QSAR_fish_toxicity Fold 1/8 |█▏      | 31/200 [00:21<01:21], val=0.6638, best=0.6543
