nohup: ignoring input
2026-04-15 00:32:28 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-04-15 00:32:28 | INFO     | root | Starting [get] request for the URL https://www.openml.org/api/v1/xml/data/46954
2026-04-15 00:32:29 | INFO     | root | 0.5169544s taken for [get] request for the URL https://www.openml.org/api/v1/xml/data/46954
2026-04-15 00:32:29 | INFO     | urllib3.poolmanager | Redirecting http://data.openml.org/datasets/0004/46954/dataset_46954.pq -> https://data.openml.org:443/datasets/0004/46954/dataset_46954.pq
2026-04-15 00:32:30 | INFO     | urllib3.poolmanager | Redirecting http://data.openml.org/datasets/0004/46954/dataset_46954.pq -> https://data.openml.org:443/datasets/0004/46954/dataset_46954.pq
2026-04-15 00:32:30 | INFO     | openml.datasets.dataset | pickle write QSAR_fish_toxicity
2026-04-15 00:41:25 | INFO     | root | Starting [get] request for the URL https://www.openml.org/api/v1/xml/data/46917
2026-04-15 00:41:26 | INFO     | root | 0.5589585s taken for [get] request for the URL https://www.openml.org/api/v1/xml/data/46917
2026-04-15 00:41:26 | INFO     | urllib3.poolmanager | Redirecting http://data.openml.org/datasets/0004/46917/dataset_46917.pq -> https://data.openml.org:443/datasets/0004/46917/dataset_46917.pq
2026-04-15 00:41:26 | INFO     | urllib3.poolmanager | Redirecting http://data.openml.org/datasets/0004/46917/dataset_46917.pq -> https://data.openml.org:443/datasets/0004/46917/dataset_46917.pq
2026-04-15 00:41:26 | INFO     | openml.datasets.dataset | pickle write concrete_compressive_strength
