nohup: ignoring input
2026-03-06 11:26:34 | INFO     | tpe.benchmark | ============================================================
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Optuna (TPE) Baseline  |  XGBoost HPO Benchmark
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Run ID   : 20260306_112634
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Log file : /mnt/disk1/erdemy/app2scale/hdmr-opt/logs/optuna_tabarena_20260306_112634.log
2026-03-06 11:26:34 | INFO     | tpe.benchmark | ============================================================
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Configuration:
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   dataset   = openml:44970
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   trials    = 200  folds=8  seed=42
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   space     = TabArena Table C.3 (10D)
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   n_est     = 10000  early_stop=50
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   sampler   = TPE (Tree-structured Parzen Estimator)
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Loading: 'openml:44970'
2026-03-06 11:26:34 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Fetching OpenML dataset 44970 …
2026-03-06 11:26:34 | INFO     | openml.datasets.dataset | pickle write QSAR_fish_toxicity
2026-03-06 11:26:34 | INFO     | tpe.benchmark | OpenML 44970: QSAR_fish_toxicity | 908 x 6
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Dataset: QSAR_fish_toxicity | 908 x 6 | target mean=4.1 std=1.5
2026-03-06 11:26:34 | INFO     | tpe.benchmark | --- Starting 8-Fold Outer CV ---
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Fold 1/8 | train=794  test=114

  Fold 1/8 |                                          | 0/200 trials [00:00<?, ?trial/s]
  Fold 1/8 |▏                                 | 1/200 trials [00:01<05:18,  1.60s/trial]
  Fold 1/8 |    | 1/200 trials [00:01<05:18,  1.60s/trial], val_rmse=0.5451, best=0.5451
  Fold 1/8 |    | 2/200 trials [00:03<05:12,  1.58s/trial], val_rmse=0.5451, best=0.5451
  Fold 1/8 |    | 2/200 trials [00:03<05:12,  1.58s/trial], val_rmse=0.5487, best=0.5451
  Fold 1/8 |    | 3/200 trials [00:03<03:51,  1.18s/trial], val_rmse=0.5487, best=0.5451
  Fold 1/8 |    | 3/200 trials [00:03<03:51,  1.18s/trial], val_rmse=0.5607, best=0.5451
  Fold 1/8 |    | 4/200 trials [00:04<02:51,  1.14trial/s], val_rmse=0.5607, best=0.5451
  Fold 1/8 |    | 4/200 trials [00:04<02:51,  1.14trial/s], val_rmse=0.5398, best=0.5398
  Fold 1/8 |    | 5/200 trials [00:04<02:05,  1.56trial/s], val_rmse=0.5398, best=0.5398
  Fold 1/8 |    | 5/200 trials [00:04<02:05,  1.56trial/s], val_rmse=0.5531, best=0.5398
  Fold 1/8 |    | 6/200 trials [00:04<01:52,  1.72trial/s], val_rmse=0.5531, best=0.5398
  Fold 1/8 |    | 6/200 trials [00:04<01:52,  1.72trial/s], val_rmse=0.5431, best=0.5398
  Fold 1/8 |▏   | 7/200 trials [00:05<02:02,  1.57trial/s], val_rmse=0.5431, best=0.5398
  Fold 1/8 |▏   | 7/200 trials [00:05<02:02,  1.57trial/s], val_rmse=0.5437, best=0.5398
  Fold 1/8 |▏   | 8/200 trials [00:06<02:20,  1.36trial/s], val_rmse=0.5437, best=0.5398
  Fold 1/8 |▏   | 8/200 trials [00:06<02:20,  1.36trial/s], val_rmse=0.5621, best=0.5398
  Fold 1/8 |▏   | 9/200 trials [00:07<02:01,  1.58trial/s], val_rmse=0.5621, best=0.5398
  Fold 1/8 |▏   | 9/200 trials [00:07<02:01,  1.58trial/s], val_rmse=0.5462, best=0.5398
  Fold 1/8 |▏  | 10/200 trials [00:07<01:53,  1.67trial/s], val_rmse=0.5462, best=0.5398
  Fold 1/8 |▏  | 10/200 trials [00:07<01:53,  1.67trial/s], val_rmse=0.5491, best=0.5398
  Fold 1/8 |▏  | 11/200 trials [00:07<01:39,  1.91trial/s], val_rmse=0.5491, best=0.5398
  Fold 1/8 |▏  | 11/200 trials [00:07<01:39,  1.91trial/s], val_rmse=0.5433, best=0.5398
  Fold 1/8 |▏  | 12/200 trials [00:08<01:34,  2.00trial/s], val_rmse=0.5433, best=0.5398
  Fold 1/8 |▏  | 12/200 trials [00:08<01:34,  2.00trial/s], val_rmse=0.5372, best=0.5372
  Fold 1/8 |▏  | 13/200 trials [00:08<01:29,  2.08trial/s], val_rmse=0.5372, best=0.5372
  Fold 1/8 |▏  | 13/200 trials [00:08<01:29,  2.08trial/s], val_rmse=0.5473, best=0.5372
  Fold 1/8 |▏  | 14/200 trials [00:09<01:21,  2.27trial/s], val_rmse=0.5473, best=0.5372
  Fold 1/8 |▏  | 14/200 trials [00:09<01:21,  2.27trial/s], val_rmse=0.5348, best=0.5348
  Fold 1/8 |▏  | 15/200 trials [00:09<01:13,  2.53trial/s], val_rmse=0.5348, best=0.5348
  Fold 1/8 |▏  | 15/200 trials [00:09<01:13,  2.53trial/s], val_rmse=0.5587, best=0.5348
  Fold 1/8 |▏  | 16/200 trials [00:09<01:16,  2.41trial/s], val_rmse=0.5587, best=0.5348
  Fold 1/8 |▏  | 16/200 trials [00:09<01:16,  2.41trial/s], val_rmse=0.5519, best=0.5348
  Fold 1/8 |▎  | 17/200 trials [00:10<01:13,  2.49trial/s], val_rmse=0.5519, best=0.5348
  Fold 1/8 |▎  | 17/200 trials [00:10<01:13,  2.49trial/s], val_rmse=0.5407, best=0.5348
  Fold 1/8 |▎  | 18/200 trials [00:10<01:20,  2.25trial/s], val_rmse=0.5407, best=0.5348
  Fold 1/8 |▎  | 18/200 trials [00:10<01:20,  2.25trial/s], val_rmse=0.5528, best=0.5348
  Fold 1/8 |▎  | 19/200 trials [00:11<01:13,  2.47trial/s], val_rmse=0.5528, best=0.5348
  Fold 1/8 |▎  | 19/200 trials [00:11<01:13,  2.47trial/s], val_rmse=0.5454, best=0.5348
  Fold 1/8 |▎  | 20/200 trials [00:11<01:08,  2.62trial/s], val_rmse=0.5454, best=0.5348
  Fold 1/8 |▎  | 20/200 trials [00:11<01:08,  2.62trial/s], val_rmse=0.5573, best=0.5348
  Fold 1/8 |▎  | 21/200 trials [00:12<01:44,  1.72trial/s], val_rmse=0.5573, best=0.5348
  Fold 1/8 |▎  | 21/200 trials [00:12<01:44,  1.72trial/s], val_rmse=0.5455, best=0.5348
  Fold 1/8 |▎  | 22/200 trials [00:12<01:32,  1.93trial/s], val_rmse=0.5455, best=0.5348
  Fold 1/8 |▎  | 22/200 trials [00:12<01:32,  1.93trial/s], val_rmse=0.5588, best=0.5348
  Fold 1/8 |▎  | 23/200 trials [00:13<01:23,  2.13trial/s], val_rmse=0.5588, best=0.5348
  Fold 1/8 |▎  | 23/200 trials [00:13<01:23,  2.13trial/s], val_rmse=0.5427, best=0.5348
  Fold 1/8 |▎  | 24/200 trials [00:13<01:20,  2.18trial/s], val_rmse=0.5427, best=0.5348
  Fold 1/8 |▎  | 24/200 trials [00:13<01:20,  2.18trial/s], val_rmse=0.5454, best=0.5348
  Fold 1/8 |▍  | 25/200 trials [00:14<01:32,  1.89trial/s], val_rmse=0.5454, best=0.5348
  Fold 1/8 |▍  | 25/200 trials [00:14<01:32,  1.89trial/s], val_rmse=0.5453, best=0.5348
  Fold 1/8 |▍  | 26/200 trials [00:14<01:27,  2.00trial/s], val_rmse=0.5453, best=0.5348
  Fold 1/8 |▍  | 26/200 trials [00:14<01:27,  2.00trial/s], val_rmse=0.5540, best=0.5348
  Fold 1/8 |▍  | 27/200 trials [00:15<01:18,  2.22trial/s], val_rmse=0.5540, best=0.5348
  Fold 1/8 |▍  | 27/200 trials [00:15<01:18,  2.22trial/s], val_rmse=0.5441, best=0.5348
  Fold 1/8 |▍  | 28/200 trials [00:15<01:16,  2.26trial/s], val_rmse=0.5441, best=0.5348
  Fold 1/8 |▍  | 28/200 trials [00:15<01:16,  2.26trial/s], val_rmse=0.5463, best=0.5348
  Fold 1/8 |▍  | 29/200 trials [00:15<01:08,  2.49trial/s], val_rmse=0.5463, best=0.5348
  Fold 1/8 |▍  | 29/200 trials [00:15<01:08,  2.49trial/s], val_rmse=0.5490, best=0.5348
  Fold 1/8 |▍  | 30/200 trials [00:16<01:16,  2.22trial/s], val_rmse=0.5490, best=0.5348
  Fold 1/8 |▍  | 30/200 trials [00:16<01:16,  2.22trial/s], val_rmse=0.5449, best=0.5348
  Fold 1/8 |▍  | 31/200 trials [00:17<01:21,  2.07trial/s], val_rmse=0.5449, best=0.5348
  Fold 1/8 |▍  | 31/200 trials [00:17<01:21,  2.07trial/s], val_rmse=0.5529, best=0.5348
  Fold 1/8 |▍  | 32/200 trials [00:17<01:18,  2.13trial/s], val_rmse=0.5529, best=0.5348
  Fold 1/8 |▍  | 32/200 trials [00:17<01:18,  2.13trial/s], val_rmse=0.5396, best=0.5348
  Fold 1/8 |▍  | 33/200 trials [00:17<01:12,  2.30trial/s], val_rmse=0.5396, best=0.5348
