nohup: ignoring input
2026-03-06 11:26:34 | INFO     | tpe.benchmark | ============================================================
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Optuna (TPE) Baseline  |  XGBoost HPO Benchmark
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Run ID   : 20260306_112634
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Log file : /mnt/disk1/erdemy/app2scale/hdmr-opt/logs/optuna_tabarena_20260306_112634.log
2026-03-06 11:26:34 | INFO     | tpe.benchmark | ============================================================
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Configuration:
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   dataset   = openml:44959
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   trials    = 200  folds=8  seed=42
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   space     = TabArena Table C.3 (10D)
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   n_est     = 10000  early_stop=50
2026-03-06 11:26:34 | INFO     | tpe.benchmark |   sampler   = TPE (Tree-structured Parzen Estimator)
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Loading: 'openml:44959'
2026-03-06 11:26:34 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Fetching OpenML dataset 44959 …
2026-03-06 11:26:34 | INFO     | openml.datasets.dataset | pickle write concrete_compressive_strength
2026-03-06 11:26:34 | INFO     | tpe.benchmark | OpenML 44959: concrete_compressive_strength | 1030 x 8
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Dataset: concrete_compressive_strength | 1030 x 8 | target mean=35.8 std=16.7
2026-03-06 11:26:34 | INFO     | tpe.benchmark | --- Starting 8-Fold Outer CV ---
2026-03-06 11:26:34 | INFO     | tpe.benchmark | Fold 1/8 | train=901  test=129

  Fold 1/8 |                                          | 0/200 trials [00:00<?, ?trial/s]
  Fold 1/8 |▏                                 | 1/200 trials [00:05<17:05,  5.15s/trial]
  Fold 1/8 |    | 1/200 trials [00:05<17:05,  5.15s/trial], val_rmse=0.2446, best=0.2446
  Fold 1/8 |    | 2/200 trials [00:09<15:52,  4.81s/trial], val_rmse=0.2446, best=0.2446
  Fold 1/8 |    | 2/200 trials [00:09<15:52,  4.81s/trial], val_rmse=0.2918, best=0.2446
  Fold 1/8 |    | 3/200 trials [00:14<15:20,  4.67s/trial], val_rmse=0.2918, best=0.2446
  Fold 1/8 |    | 3/200 trials [00:14<15:20,  4.67s/trial], val_rmse=0.2459, best=0.2446
  Fold 1/8 |    | 4/200 trials [00:15<10:25,  3.19s/trial], val_rmse=0.2459, best=0.2446
  Fold 1/8 |    | 4/200 trials [00:15<10:25,  3.19s/trial], val_rmse=0.2664, best=0.2446
  Fold 1/8 |    | 5/200 trials [00:15<07:02,  2.17s/trial], val_rmse=0.2664, best=0.2446
  Fold 1/8 |    | 5/200 trials [00:15<07:02,  2.17s/trial], val_rmse=0.2912, best=0.2446
  Fold 1/8 |    | 6/200 trials [00:16<06:16,  1.94s/trial], val_rmse=0.2912, best=0.2446
  Fold 1/8 |    | 6/200 trials [00:16<06:16,  1.94s/trial], val_rmse=0.2553, best=0.2446
  Fold 1/8 |▏   | 7/200 trials [00:19<07:15,  2.25s/trial], val_rmse=0.2553, best=0.2446
  Fold 1/8 |▏   | 7/200 trials [00:19<07:15,  2.25s/trial], val_rmse=0.2759, best=0.2446
  Fold 1/8 |▏   | 8/200 trials [00:21<06:58,  2.18s/trial], val_rmse=0.2759, best=0.2446
  Fold 1/8 |▏   | 8/200 trials [00:21<06:58,  2.18s/trial], val_rmse=0.2781, best=0.2446
  Fold 1/8 |▏   | 9/200 trials [00:22<05:41,  1.79s/trial], val_rmse=0.2781, best=0.2446
  Fold 1/8 |▏   | 9/200 trials [00:22<05:41,  1.79s/trial], val_rmse=0.3036, best=0.2446
  Fold 1/8 |▏  | 10/200 trials [00:24<05:39,  1.79s/trial], val_rmse=0.3036, best=0.2446
  Fold 1/8 |▏  | 10/200 trials [00:24<05:39,  1.79s/trial], val_rmse=0.2868, best=0.2446
  Fold 1/8 |▏  | 11/200 trials [00:29<08:23,  2.67s/trial], val_rmse=0.2868, best=0.2446
  Fold 1/8 |▏  | 11/200 trials [00:29<08:23,  2.67s/trial], val_rmse=0.2561, best=0.2446
  Fold 1/8 |▏  | 12/200 trials [00:32<08:50,  2.82s/trial], val_rmse=0.2561, best=0.2446
  Fold 1/8 |▏  | 12/200 trials [00:32<08:50,  2.82s/trial], val_rmse=0.2446, best=0.2446
  Fold 1/8 |▏  | 13/200 trials [00:34<07:34,  2.43s/trial], val_rmse=0.2446, best=0.2446
  Fold 1/8 |▏  | 13/200 trials [00:34<07:34,  2.43s/trial], val_rmse=0.2554, best=0.2446
  Fold 1/8 |▏  | 14/200 trials [00:37<08:37,  2.78s/trial], val_rmse=0.2554, best=0.2446
  Fold 1/8 |▏  | 14/200 trials [00:37<08:37,  2.78s/trial], val_rmse=0.2558, best=0.2446
  Fold 1/8 |▏  | 15/200 trials [00:41<09:45,  3.16s/trial], val_rmse=0.2558, best=0.2446
  Fold 1/8 |▏  | 15/200 trials [00:41<09:45,  3.16s/trial], val_rmse=0.2579, best=0.2446
  Fold 1/8 |▏  | 16/200 trials [00:42<07:27,  2.43s/trial], val_rmse=0.2579, best=0.2446
  Fold 1/8 |▏  | 16/200 trials [00:42<07:27,  2.43s/trial], val_rmse=0.2472, best=0.2446
  Fold 1/8 |▎  | 17/200 trials [00:45<07:45,  2.54s/trial], val_rmse=0.2472, best=0.2446
  Fold 1/8 |▎  | 17/200 trials [00:45<07:45,  2.54s/trial], val_rmse=0.2742, best=0.2446
  Fold 1/8 |▎  | 18/200 trials [00:47<07:57,  2.62s/trial], val_rmse=0.2742, best=0.2446
  Fold 1/8 |▎  | 18/200 trials [00:47<07:57,  2.62s/trial], val_rmse=0.2696, best=0.2446
  Fold 1/8 |▎  | 19/200 trials [00:49<06:58,  2.31s/trial], val_rmse=0.2696, best=0.2446
  Fold 1/8 |▎  | 19/200 trials [00:49<06:58,  2.31s/trial], val_rmse=0.2508, best=0.2446
  Fold 1/8 |▎  | 20/200 trials [00:54<09:21,  3.12s/trial], val_rmse=0.2508, best=0.2446
  Fold 1/8 |▎  | 20/200 trials [00:54<09:21,  3.12s/trial], val_rmse=0.2769, best=0.2446
  Fold 1/8 |▎  | 21/200 trials [00:55<07:42,  2.58s/trial], val_rmse=0.2769, best=0.2446
  Fold 1/8 |▎  | 21/200 trials [00:55<07:42,  2.58s/trial], val_rmse=0.2631, best=0.2446
  Fold 1/8 |▎  | 22/200 trials [00:58<08:03,  2.72s/trial], val_rmse=0.2631, best=0.2446
  Fold 1/8 |▎  | 22/200 trials [00:58<08:03,  2.72s/trial], val_rmse=0.2584, best=0.2446
  Fold 1/8 |▎  | 23/200 trials [01:01<07:41,  2.61s/trial], val_rmse=0.2584, best=0.2446
  Fold 1/8 |▎  | 23/200 trials [01:01<07:41,  2.61s/trial], val_rmse=0.2667, best=0.2446
  Fold 1/8 |▎  | 24/200 trials [01:03<07:12,  2.46s/trial], val_rmse=0.2667, best=0.2446
  Fold 1/8 |▎  | 24/200 trials [01:03<07:12,  2.46s/trial], val_rmse=0.2517, best=0.2446
  Fold 1/8 |▍  | 25/200 trials [01:06<07:50,  2.69s/trial], val_rmse=0.2517, best=0.2446
  Fold 1/8 |▍  | 25/200 trials [01:06<07:50,  2.69s/trial], val_rmse=0.2702, best=0.2446
  Fold 1/8 |▍  | 26/200 trials [01:11<09:58,  3.44s/trial], val_rmse=0.2702, best=0.2446
  Fold 1/8 |▍  | 26/200 trials [01:11<09:58,  3.44s/trial], val_rmse=0.2499, best=0.2446
  Fold 1/8 |▍  | 27/200 trials [01:14<09:27,  3.28s/trial], val_rmse=0.2499, best=0.2446
  Fold 1/8 |▍  | 27/200 trials [01:14<09:27,  3.28s/trial], val_rmse=0.2405, best=0.2405
  Fold 1/8 |▍  | 28/200 trials [01:15<07:10,  2.50s/trial], val_rmse=0.2405, best=0.2405
  Fold 1/8 |▍  | 28/200 trials [01:15<07:10,  2.50s/trial], val_rmse=0.3167, best=0.2405
  Fold 1/8 |▍  | 29/200 trials [01:16<05:46,  2.03s/trial], val_rmse=0.3167, best=0.2405
  Fold 1/8 |▍  | 29/200 trials [01:16<05:46,  2.03s/trial], val_rmse=0.2584, best=0.2405
  Fold 1/8 |▍  | 30/200 trials [01:19<07:03,  2.49s/trial], val_rmse=0.2584, best=0.2405
  Fold 1/8 |▍  | 30/200 trials [01:19<07:03,  2.49s/trial], val_rmse=0.2658, best=0.2405
  Fold 1/8 |▍  | 31/200 trials [01:20<05:45,  2.05s/trial], val_rmse=0.2658, best=0.2405
  Fold 1/8 |▍  | 31/200 trials [01:20<05:45,  2.05s/trial], val_rmse=0.2567, best=0.2405
  Fold 1/8 |▍  | 32/200 trials [01:23<06:30,  2.32s/trial], val_rmse=0.2567, best=0.2405
  Fold 1/8 |▍  | 32/200 trials [01:23<06:30,  2.32s/trial], val_rmse=0.2493, best=0.2405
  Fold 1/8 |▍  | 33/200 trials [01:26<06:29,  2.33s/trial], val_rmse=0.2493, best=0.2405
  Fold 1/8 |▍  | 33/200 trials [01:26<06:29,  2.33s/trial], val_rmse=0.2510, best=0.2405
  Fold 1/8 |▌  | 34/200 trials [01:32<09:46,  3.54s/trial], val_rmse=0.2510, best=0.2405
